Country,Approval of China Leadership,Approval of Germany Leadership,Approval of Russia Leadership,Approval of US Leadership,Confidence in Judicial System,Confidence in Military,Corruption in Government,Freedom of Media,Good place for Gay People,Good place for Minorities,Honesty of Elections,Move Away or Stay
Senegal (2023),0.9230951769309862,0.950897991950691,0.9334175918445238,0.9347906837082096,0.992687807829667,0.9799455774747619,0.996171017564884,0.9961615892016465,0.8756339448256396,0.9935901706276093,0.9948379964853468,0.9602896986999411
Serbia (2024),0.9342042225729729,0.9127795570765759,0.9929257522397161,0.9774100403677132,0.9941471520701667,0.990472049450296,0.9925784659308361,0.9815516822292194,0.9632350719810923,0.9966919674259491,0.9907385243201169,0.9959805820281509
Sierra Leone (2023),0.9901269087412043,0.9969306527494922,0.9821486167103337,0.957020227427632,0.9897250610988352,0.9970985892677433,0.9918731278383757,0.9882017397549319,0.961646436427669,0.9910330685086594,0.9922604757178137,0.9772948544473196
Singapore (2024),0.9757484094993315,0.9830538339441134,0.985440352883794,0.9544679042877207,0.999316386066965,0.9943311094852643,0.9998931151233688,0.9182830938739963,0.9863274315292142,0.9621466148993983,0.9937371810894912,0.9961614833545341
Slovakia (2024),0.9773513751668281,0.9859834674357013,0.9804018921086288,0.9904234946132461,0.9945808359341474,0.9974147347222266,0.988401768434972,0.9695382227432728,0.9946119189365937,0.9707747187768809,0.963758558144171,0.9970292119914714
Slovenia (2024),0.9845450551036977,0.9843939977438075,0.9929805755470991,0.9589410090263257,0.9923510592935748,0.9942121928104832,0.9976595189089675,0.9953495485537307,0.9964823540675166,0.9608480234943924,0.9713981354257142,0.9925108921798677
Somalia (2023),0.9974135643159829,0.9942650766903138,0.9828293970813352,0.9877448116194772,0.9959916505121129,0.9903393931586031,0.9972328472680619,0.9746601089540674,0.0,0.9821043203386841,0.9916662922443334,0.9912010947338349
South Africa (2023),0.9913266235202045,0.9972749492891245,0.9925503141400861,0.9795145894612763,0.9813692579268942,0.9881789550090468,0.9906767747782795,0.9647985976485707,0.9654559786884727,0.9887845898430904,0.9911159779282791,0.9561986487231655
South Korea (2023),0.9913912246755135,0.9431674378161563,0.9890053691521203,0.9824904392936289,0.9769573377727532,0.9861032115278499,0.997431109050925,0.9689333478198008,0.983028634549136,0.9908987037874066,0.9891995887094357,0.9923412536144025
South Sudan (2017),0.9898093830230164,0.9993403578690919,0.9967821800570904,0.9354859051986726,0.9970763398725513,0.975143515683639,0.9920728153551577,0.9869596219165456,0.9807565317614726,0.9595234229526409,0.9808191984078157,0.9947432202423502
Spain (2024),0.9533048581071119,0.9968611177923402,0.9578200339823013,0.9945853407018167,0.9848205865089915,0.9773766925173613,0.9900262689279218,0.9749489563373573,0.9751504723080439,0.9959516220903418,0.980287254505913,0.9872713855414018
Sri Lanka (2023),0.9945469124408012,0.9926758567731387,0.9985866484682054,0.9802063084206761,0.9774538897557473,0.986562491900604,0.9913458789072523,0.9915328606440734,0.9930810401547917,0.9765497160920616,0.9915821431155691,0.9919338102737293
Sweden (2024),0.9378373691985444,0.9876652965829366,0.9860922713673559,0.9653662192732092,0.9933188860817008,0.9855149845859834,0.9717680873348084,0.9785787916553597,0.9973465121908683,0.9971491655744064,0.9950377265283391,0.9939321374245751
Switzerland (2024),0.9543584470496573,0.9784980081028409,0.981715966047798,0.9817180447988442,0.9949388351869691,0.9744249337901137,0.9928629460893998,0.9842060388926318,0.9971869001876825,0.986871799056547,0.9789092535412067,0.9883725156027868
Taiwan (2024),0.9802095019711924,0.9809796725672058,0.9805646767936668,0.9986941564328374,0.9586864055703617,0.9230579305135425,0.9904561000741356,0.9771658192187631,0.9879066158810502,0.9886884269563944,0.9883631498238699,0.9895852664509596
Tajikistan (2024),0.9979656396404365,0.9734182616335006,0.9974263615257498,0.9782215136465163,0.0,0.0,0.0,0.0,0.0,0.9844828948690437,0.0,0.9961287946922622
Tanzania (2024),0.9948577623792414,0.9981084652633289,0.9576023161563334,0.9939062584321544,0.9945173758695833,0.9914704320881211,0.9958830981021785,0.9966437498482466,0.0,0.9623859588699097,0.9931341412225094,0.9860940595663417
Thailand (2023),0.9976719815892114,0.9941767196017521,0.9756539291348919,0.999353158081967,0.9970337970464727,0.996273874971374,0.9898530046629521,0.9583393137697603,0.9447966602792552,0.8827216582155701,0.9906148650867556,0.9937965317161057
Togo (2023),0.9281724582765852,0.9218799615159091,0.9299140049550626,0.8927102886887757,0.9959017622390003,0.9927949100427332,0.9802443499614223,0.986504265165067,0.8897481692345277,0.9907163734141607,0.9911150302531234,0.9568531046233271
Trinidad and Tobago (2017),0.9979530304234239,0.975096089367468,0.9869942452000962,0.995288304926232,0.9885869606209896,0.9880172319789997,0.9971862634659833,0.9861452010953405,0.9719922326321077,0.9516075665170362,0.9946682093401599,0.9998639064234582
Tunisia (2023),0.9846396631471608,0.9909705535479473,0.979934425130983,0.995258028507931,0.9876254816499117,0.9352865254525045,0.9850419448253197,0.8539586420856377,0.0,0.9751312996339011,0.983267187890121,0.9963244980969866
Turkey (2023),0.977566491608763,0.9859634495029487,0.9555158971085352,0.9967481102023036,0.999588289977511,0.9968042987415126,0.9719078917007831,0.9805141377794985,0.9878535975791826,0.989751160619736,0.9956110952835233,0.9941373019040598
Turkmenistan (2019),0.970105788829692,0.8697873718300322,0.9780055998149915,0.8602526144331423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9879612815486404
UAE (2023),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9951416581045736,0.0,0.9508552217613336
UK (2024),0.9775986301249386,0.9973711359820951,0.9908364407766996,0.9912332840746637,0.970469334547892,0.9880996515101891,0.9864048584847694,0.9227522695481627,0.9817892723107154,0.9881360164910168,0.9507385990362883,0.9895969193685885
USA (2024),0.9026811034424461,0.9514521306504385,0.9649579291460655,0.0,0.9852281042763806,0.9946235399120802,0.9937451256843266,0.9366943370244223,0.996121506796144,0.985188887142001,0.9673152020012569,0.993489281256591
Uganda (2024),0.9951742778180009,0.99699512581113,0.9884149955645259,0.9910491687080644,0.9540868373260958,0.9963899625465524,0.993359326954487,0.9784694711312486,0.0,0.9683347472994209,0.9949285074518937,0.9795044463025055
Ukraine (2024),0.9745526970321379,0.9923154807761773,0.9892876863404093,0.9832320882631164,0.9903385464661515,0.9791497740651464,0.9980342108070906,0.984869000819937,0.992967371485009,0.988590867660501,0.9907275161044667,0.9987462243215336
Uruguay (2023),0.9724726527730089,0.9805031743327283,0.9844011419212981,0.9180379240692559,0.996599561504918,0.995021783454868,0.9942854069918273,0.9906518234809273,0.9872968016541611,0.9953694019621484,0.9881112992364324,0.9985625659878204
Uzbekistan (2024),0.9518801825765675,0.9376817452918623,0.9906564262512936,0.9828754910410863,0.9752634599475074,0.0,0.0,0.9920388967148737,0.0,0.9681675191553418,0.0,0.9992536153876463
Venezuela (2023),0.9983406988932352,0.97650236922712,0.9841608890309513,0.9882597286492686,0.9987278273590445,0.982183731264861,0.9839017183615796,0.9499031318230459,0.9957024233724213,0.9950336169371332,0.9919936462498768,0.9950248180008873
Vietnam (2024),0.8097930793089925,0.9958163943915306,0.963594074216895,0.987269926494591,0.0,0.0,0.0,0.0,0.9566248768252007,0.9847106617169794,0.0,0.9938767366421462
Yemen (2023),0.9948108460524736,0.9887971978064037,0.9803889620506355,0.9730711499739588,0.9951835921713409,0.0,0.9980705103043462,0.9832497410771311,0.0,0.9722167885301859,0.9977119410254303,0.9938979939686545
Zambia (2024),0.997018478273976,0.9991124094217838,0.9613545520711185,0.9832315676799644,0.994293990347099,0.9811147782120386,0.9977321521913985,0.9779060429688174,0.932188393605053,0.9890615416893082,0.9917071498021931,0.9438896436250395
Zimbabwe (2023),0.9773657976008011,0.9931566672476436,0.9327725161567944,0.9771705899210154,0.9965991805722124,0.9933974477895074,0.9741288565443206,0.9782374969646251,0.8979154535046884,0.9741985718123614,0.9914404220989901,0.9566048440648097
